item_id,client_id,quantity,time
7d3e995f-1021-4171-b677-3f4b8d6b4a89,968d18b2-6551-4967-83cd-cd6626474666,8,2020-01-01 00:28:51
8e673006-5d63-4636-ab03-3ca38596d29d,4b997bba-897c-40a6-b019-46a9bccdb7b4,8,2020-01-01 00:30:45
d59cbb99-3863-4cc5-b3cd-4e97d2d052b6,cb4285fb-a520-4958-b181-65bbe567932b,8,2020-01-01 02:48:26
a1c10c55-b249-406f-860e-b67cad8d6b88,82da4929-4f6d-46fb-b82f-f92e1a987030,10,2020-01-01 03:37:47
749f566d-8e1d-4db8-970b-718f72b7278d,eb8976ad-b19c-4a8f-8883-a703d0a89852,6,2020-01-01 03:48:24
5c9061a5-13ea-405b-b3c6-3402a3d10bc8,5c794a27-b956-4d2e-8f15-5cf9bce34ff7,3,2020-01-01 05:06:12
77d5873e-9ee6-4a6b-ba30-b601f18f38a6,3f0fc2e4-b6eb-4df4-bac5-d675ed1aeff3,1,2020-01-01 05:13:11
99603fb5-0ccf-47b3-b24e-3db804de120f,77a22812-6161-4afa-9b6a-5a868fc29132,2,2020-01-01 05:15:58
5860e19c-9dca-4306-8f4e-0d7d13fd77d2,c8247d5e-4522-4fe4-9550-e4b12b458aca,4,2020-01-01 05:56:43
02ab9654-6cd5-4fb5-859e-efa3cb8d5b36,8590b471-b18d-4683-8de9-2d803f295da8,8,2020-01-01 06:32:41
dee38fe4-85c8-49c6-914e-c1e2057037fa,b0dadc31-5361-4e4e-96e3-3c2a8ee41daa,1,2020-01-01 07:36:05
24bda704-6cc1-41a7-aacb-7d73cea378b8,93be99b4-78ed-4517-b8a4-5d03d08eb8e7,5,2020-01-01 08:57:00
30d8f3f4-2715-4630-ad1c-4ffd2c4e3746,efe307de-c1a9-46ea-b27a-a7f7a54f5eb7,5,2020-01-01 12:20:21
dc278194-644e-4c60-add8-3174d5413a0f,10fec254-4526-43d5-8f0d-7986b7bf13b9,7,2020-01-01 13:50:03
8f66a8be-d2fd-44dd-92fe-a8ccd5749ae4,f0231deb-491b-4864-98b8-95e7721b5d39,7,2020-01-01 14:50:23
82304552-1ac6-4661-945a-1c7dee14128d,2875c05a-df8b-4c5c-ac64-75551315aba0,2,2020-01-01 15:02:21
7f9d61cb-d147-4ff0-88a5-81a850e56eef,431739c3-173a-4690-aa5e-ebd108949add,3,2020-01-01 15:10:59
3787f4df-84c3-4a28-b980-3c5eff65d123,213c33b3-2846-4a2c-8343-146c7e6f2e37,4,2020-01-01 15:41:31
8e5942af-2306-4af4-97db-ecc81c89834d,5991e6e8-8706-444a-b198-f09802fff8d9,2,2020-01-01 16:33:16
e56ce58e-d05e-4750-b7ad-ebb1ab725528,a366e2b6-c8f3-4b78-bcea-eed3cd0d0335,5,2020-01-01 16:34:12
218e9287-e920-42bd-af65-4ad9a45b3f52,669d5a9a-f917-4700-a89b-e0853f4aa716,9,2020-01-01 17:19:41
a71cc9bf-935a-45d0-b1c0-ed898c3c3b30,63fa7911-fb6d-49a4-9421-026098a5733e,3,2020-01-01 18:02:34
ac9d16a2-d4e7-4104-b80b-214a4f793e5b,d66edcd2-d605-412b-ba49-664f4c8024c0,5,2020-01-01 18:46:32
b8fbca98-bf9c-4d8f-b6a6-5d73ee486a7d,1d561226-f592-40d0-834c-998deac47d06,10,2020-01-01 19:36:27
22c1d9bc-24c3-466e-8318-90d2cabb9001,7d91b5c8-be14-42df-a7da-2119d6709a12,2,2020-01-01 20:19:31
bdf4b75c-b9ef-4fb5-b459-1fca06985170,fda9da46-8445-4954-ad38-37fedbb2ac49,6,2020-01-01 20:44:56
935f435f-4285-4374-b404-7b6f1a020027,dbf14cae-68d9-4b8a-9b4a-85811fc94ec7,4,2020-01-01 22:19:11
f95d36ed-8119-4f29-bbf0-09873fcfe2ba,b6b6b55d-685a-47c3-a739-1e728879836c,4,2020-01-01 22:41:37
51abb0c6-31ed-4156-bf9a-59387c418c29,9f99d0e0-56d5-47b9-b4e6-60f344382e95,2,2020-01-01 22:48:43
cc573029-9c7e-4091-a3cc-35a53280aa88,1a3bfcbc-f2ad-4c8c-ba7b-af0c1614c89a,8,2020-01-02 00:19:21
b3f7985d-0f45-48c4-b9af-7843eab21828,d66edcd2-d605-412b-ba49-664f4c8024c0,2,2020-01-02 00:49:11
ef757ff3-153c-440c-b436-7c1be2702931,dd7d1937-0e83-4067-b51a-258e3f538281,8,2020-01-02 01:12:35
3c21c3cf-6bb4-423e-8c22-ea871a323dbf,a8f75967-4df1-46bf-9a5d-75a0ff26f9f0,8,2020-01-02 02:02:54
1f563d69-dadc-428c-a3e5-77a4acca7ffc,058f4aca-7064-45f3-9a4a-09918b99dc57,6,2020-01-02 02:03:38
07839eac-2c03-4962-a13b-4a7050b6e479,13bbe60c-ca7f-43d1-ba57-78448223d7ae,10,2020-01-02 02:48:05
366f09c1-a9ba-4cee-aa7f-413bbc65a38c,b08cd9a2-7118-43fa-a668-8edf9b77e9c6,7,2020-01-02 03:02:13
97da91b0-ecb1-4185-ad7b-88cb6fefb356,95cba7ed-8937-4f95-a99d-1dce5a2935a6,1,2020-01-02 03:17:41
242cee1a-2d1c-4fd9-b44f-28daac93128e,a49a1ddf-4aec-45e5-b014-6b38f9d8fa18,4,2020-01-02 04:33:32
c16433d6-534a-47fb-ba88-87c2d4671749,fa61099e-0046-45c2-ae2f-578aa20bc17b,2,2020-01-02 04:43:00
d4036c58-8617-4fef-a3c8-752b261d8495,069d4f38-a8ee-4596-bb96-1219d78129f5,4,2020-01-02 05:56:35
c8f07a27-95b2-4b81-b820-dfb674632270,d0b1b592-a56a-4a9f-bcd6-57e4d86b4ee7,6,2020-01-02 06:47:44
2c4ad3cd-5a9a-4e21-aab2-11e349375c4e,ce1b6743-3ef3-4211-a8b0-a62cb19b4b8a,2,2020-01-02 08:30:11
28828a4d-ef9b-4f5d-830b-39f734c28a36,111e6aea-af66-4360-9470-f9742b2e427a,2,2020-01-02 12:34:45
e64a2ce9-e01f-482e-ab63-9f1a59eb650a,8ebb924f-f453-4434-ae27-36b8d61a99fc,9,2020-01-02 14:13:31
0c1aafea-7aeb-4765-b2a5-4cbe7504c8b4,509aa07a-868c-47a2-ae69-7ee9151318e9,8,2020-01-02 14:46:37
ab915fa9-58e0-4437-a645-4102aafa9b96,039a23cc-ac26-48a1-9226-febf93b2383c,8,2020-01-02 15:36:47
daa6e3d2-2d2c-4d7e-a985-73bc93adb321,60dd45a5-f1dd-4155-8b98-73545a7a63fb,10,2020-01-02 15:53:15
b0c44d9a-0187-4b5d-907b-bfc76d9d7501,53b5f622-8d85-4fc6-bf5f-a3dda4ea9129,8,2020-01-02 16:24:41
7631bc0b-d846-4542-8206-30a1a4773a5f,4215dcfb-de4a-439e-98fb-aa175a823563,10,2020-01-02 16:34:36
a5976ab8-a3be-4008-a137-ecb33c50e006,481e987a-0efe-4dab-a5cc-84e889bb0b58,1,2020-01-02 17:23:21
d9e56af5-7914-4b36-b0ca-0419b184c0ff,54eb3ed4-4cb4-427d-961f-5cafc7bf55a4,2,2020-01-02 17:25:12
37f570c4-929a-4672-bc04-0c9d7b9b3183,19d33894-4712-459d-8952-bb96570f8adb,3,2020-01-02 17:47:35
387b00b0-9d8b-4ed1-a54b-ea0792de4722,a5041da7-c5de-485d-8c71-d14a129b11ba,1,2020-01-02 18:03:50
6a03ef4f-d812-43ef-a045-cf539d4663fb,7b13bf0c-b8c0-42e2-992d-e88e13094c52,4,2020-01-02 18:31:40
bc3010e9-3ea3-4de1-9804-613abdbc6477,2fce0601-8d13-48bf-96fa-c86b07a58996,5,2020-01-02 19:50:39
ca56b5c3-df97-42f5-934f-5f5969e6c7a1,549b0352-935d-4262-853b-d98d1335dd02,4,2020-01-02 20:08:42
6b44be1a-b04a-4a50-8331-0513d6f1a426,bc10c6ea-701d-4835-9b43-254e47422315,8,2020-01-02 21:57:39
0d74f0c7-4a96-43f3-b41a-ffd35c5c8f6e,6b5ce2fe-547d-41df-9b3c-485753d9188d,2,2020-01-03 00:13:08
d1ede416-bfe5-4ca7-be82-edbcf0958e7f,30a7370e-646b-40da-86a7-d6400693773b,4,2020-01-03 00:39:41
c54b5735-5092-46ee-8da7-1b2599cdada4,49eed1cc-f5cd-4b6c-87e8-1250aa1126da,7,2020-01-03 01:36:44
492a1ebc-f8c3-4d8d-9d21-08a51e17e124,4215dcfb-de4a-439e-98fb-aa175a823563,8,2020-01-03 02:43:20
2a95ac09-6e0b-4348-99e3-1046651a8799,d35cc61c-418c-4f39-bc97-c5b61e255609,9,2020-01-03 03:20:14
e5489448-71b2-4ab2-b8ab-924717aa8669,aaafb644-0c7c-4c66-88ca-4c3895f5ce71,8,2020-01-03 06:24:45
a3d358b1-4905-4117-b513-a3546290a12a,1a4a33fa-7ced-4c8a-a32f-b13f6570c19f,3,2020-01-03 06:57:50
d7c614b3-1caf-46e6-ac41-333f51cd0324,15c32961-2544-4a72-afea-ea7ec3b33682,4,2020-01-03 07:15:26
da5f526a-5da3-41ac-acba-eebda1c5ad56,d11de5d1-52a8-4d25-adff-b6d1c4e5cb5a,3,2020-01-03 07:28:25
6498cd22-d72d-44bc-89e0-e0e55e7b7eea,ec92519d-42ac-4fea-a35f-26577c7a0d1f,9,2020-01-03 07:41:30
6cb411a5-a52a-4eb3-b5f2-e7711e432e38,0b8d0e5f-2672-476d-a4a5-b0be4d2b0014,7,2020-01-03 08:15:28
af87c9ad-8319-4480-b16f-1d0589c73bad,ced63644-b05c-46b4-8d2e-7ab86b6641bf,9,2020-01-03 08:30:18
46f43d37-4fb9-46d8-9d8c-a79f7727ce16,5defa5c4-64ca-4a80-9481-e48b0d24cd4e,4,2020-01-03 08:44:18
58185e74-0586-422f-a028-5a308ef054a9,10fec254-4526-43d5-8f0d-7986b7bf13b9,4,2020-01-03 09:14:37
da8e852c-ee35-4824-a9dc-cd67fd1b1846,e7e43d9d-b717-4d6f-84d1-c187a3f1d470,9,2020-01-03 09:29:24
3cbc1f9a-32c9-4acd-bced-718d0177c169,4ba692a0-8ea6-41bb-8388-ad1019043204,4,2020-01-03 09:46:33
aad7e34a-4888-4677-8e30-40d10acf2a18,f07e079c-a4f5-417b-8cc4-1a0df4f5d16d,8,2020-01-03 10:01:26
42fe17a7-7b78-400b-be71-fe297ab2c9f0,c3ed0905-440c-48f2-8a20-08434131fb08,10,2020-01-03 10:02:24
0bef1489-078c-4d5d-be35-a2e5a806c5c9,248f0cb2-a7d4-4949-8139-8150e866ce26,8,2020-01-03 10:04:15
396baea4-344b-42d7-93e9-3143254e898f,c960cd5a-4f55-4e34-b441-161b8bb55e4d,2,2020-01-03 12:27:13
dd2794f2-ae05-4ffc-9fb0-8deac4fd2a41,c05d6379-7115-4c12-b229-ee65baea6fdc,2,2020-01-03 12:38:34
1bc7351f-a282-4aac-9336-71c519d8d6ec,53b5f622-8d85-4fc6-bf5f-a3dda4ea9129,8,2020-01-03 13:26:34
f182e178-73a1-45b4-b7d9-477100246b23,f72d5a1c-1018-43b1-851a-690251236806,5,2020-01-03 14:02:04
8cc6375f-4e3a-44ce-9486-ee5a2fac63e0,5551ec2b-d71a-4d88-9ca6-3b3ed33b211d,5,2020-01-03 14:19:47
cbb63a7d-32de-4200-bdc7-e489582ef3a2,297f8ae5-003b-4e34-ae9b-de3115d6b4c6,9,2020-01-03 14:37:36
db538517-1ff9-48ab-9228-6eec29eeb575,dd30e0d5-9769-427d-9377-7eda675143d6,3,2020-01-03 14:59:57
0a034dae-7146-4c7b-b89e-f561a1b98dc5,12c78a7f-8db2-4403-bb39-1d53d911ccf0,5,2020-01-03 15:01:55
f2bc0c3b-dca9-4b50-9538-c7040998aed9,f6922097-3af7-4286-b410-b22b1c16061b,6,2020-01-03 16:44:21
5af16e51-fa8d-4399-b1c9-1ed46317d256,fa7803bc-0c30-496f-8cd9-4f132d097de9,9,2020-01-03 17:14:15
c677e18c-bb49-4ebe-94e2-31981c8a1a1a,bc10c6ea-701d-4835-9b43-254e47422315,3,2020-01-03 17:51:30
a1d7395c-3168-4d03-a6ca-9a71dcdf08d9,26527c3e-5045-4f20-9fb0-6f48505be246,5,2020-01-03 17:58:08
317b62a3-19da-4f99-b1c3-c15bc942bbc3,b6b6b55d-685a-47c3-a739-1e728879836c,1,2020-01-03 18:03:03
54b7fc72-3b19-4bbf-8ca1-4f2ca61c9875,d89ed5d0-4803-4e01-903c-e98c1b22fc46,2,2020-01-03 18:06:15
d1ede416-bfe5-4ca7-be82-edbcf0958e7f,cb0d82ec-4f77-4b3c-9c3d-56024e19f418,3,2020-01-03 19:00:58
e2d80d58-210d-4555-be5c-d233e4e1c5c3,86db730c-6027-450d-a28b-b9e30e6de74d,8,2020-01-03 19:33:42
023f216b-60df-4d6a-9cf4-8434704b2739,9fb07c77-120a-4406-ba3a-6df210493fe8,2,2020-01-03 20:29:43
0d74f0c7-4a96-43f3-b41a-ffd35c5c8f6e,2fb6258a-e0f4-4e75-85ba-32a4050a0e29,5,2020-01-03 20:53:18
